Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,New_Product_ID,Sales,Order Date_new,Ship Date_new
3857,US-2025-105389,23/10/2025,28/10/2025,Second Class,DM-13015,Darrin Martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,TEC-PH-10002824,823.96,23-Oct-25,28-Oct-25
3858,US-2025-105389,23/10/2025,28/10/2025,Second Class,DM-13015,Darrin Martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10000634,Office Supplies,Art,Newell 320,OFF-AR-10000634,10.272,23-Oct-25,28-Oct-25
3859,CA-2022-140816,20/12/2022,20/12/2022,Same Day,TC-21295,Toby Carlisle,Consumer,United States,Thornton,Colorado,80229,West,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,TEC-AC-10001539,447.944,20-Dec-22,20-Dec-22
3860,CA-2025-154039,17/02/2025,22/02/2025,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Chicago,Illinois,60653,Central,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",FUR-TA-10001932,480.96,17-Feb-25,22-Feb-25
3861,CA-2025-154039,17/02/2025,22/02/2025,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Chicago,Illinois,60653,Central,TEC-PH-10002789,Technology,Phones,LG Exalt,TEC-PH-10002789,124.792,17-Feb-25,22-Feb-25
3862,CA-2022-135755,3/5/2022,10/5/2022,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Yonkers,New York,10701,East,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,OFF-BI-10004828,40.176,3-May-22,10-May-22
3863,CA-2022-135755,3/5/2022,10/5/2022,Standard Class,NC-18415,Nathan Cano,Consumer,United States,Yonkers,New York,10701,East,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",OFF-BI-10003981,10.896,3-May-22,10-May-22
3864,CA-2025-123246,17/10/2025,19/10/2025,Second Class,AJ-10960,Astrea Jones,Consumer,United States,San Diego,California,92037,West,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,OFF-AR-10001770,10.64,17-Oct-25,19-Oct-25
3865,CA-2023-157133,28/11/2023,3/12/2023,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Champaign,Illinois,61821,Central,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",FUR-FU-10004904,151.96,28-Nov-23,3-Dec-23
3866,CA-2022-124709,27/07/2022,29/07/2022,Second Class,GW-14605,Giulietta Weimer,Consumer,United States,San Francisco,California,94122,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,TEC-AC-10002842,238,27-Jul-22,29-Jul-22
3867,CA-2025-146360,23/04/2025,25/04/2025,Second Class,SC-20305,Sean Christensen,Consumer,United States,Lawrence,Indiana,46226,Central,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",TEC-AC-10003590,155.34,23-Apr-25,25-Apr-25
3868,CA-2023-132486,23/10/2023,27/10/2023,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,TEC-AC-10000710,148.32,23-Oct-23,27-Oct-23
3869,CA-2023-132486,23/10/2023,27/10/2023,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",FUR-CH-10004495,240.784,23-Oct-23,27-Oct-23
3870,CA-2023-132486,23/10/2023,27/10/2023,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,FUR-CH-10004540,191.968,23-Oct-23,27-Oct-23
3871,CA-2023-132486,23/10/2023,27/10/2023,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,OFF-PA-10004971,11.56,23-Oct-23,27-Oct-23
3872,CA-2023-132486,23/10/2023,27/10/2023,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",OFF-EN-10002600,11.8,23-Oct-23,27-Oct-23
3873,CA-2023-132486,23/10/2023,27/10/2023,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,FUR-CH-10001854,842.352,23-Oct-23,27-Oct-23
3874,CA-2024-136231,5/9/2024,7/9/2024,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,OFF-EN-10001099,23.472,5-Sep-24,7-Sep-24
3875,CA-2024-136231,5/9/2024,7/9/2024,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",OFF-BI-10001597,86.058,5-Sep-24,7-Sep-24
3876,CA-2024-136231,5/9/2024,7/9/2024,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,TEC-PH-10002660,108.784,5-Sep-24,7-Sep-24
3877,CA-2024-136231,5/9/2024,7/9/2024,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,OFF-PA-10000327,10.272,5-Sep-24,7-Sep-24
3878,CA-2024-140641,28/10/2024,2/11/2024,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,OFF-BI-10001191,38.19,28-Oct-24,2-Nov-24
3879,CA-2022-151001,5/4/2022,7/4/2022,First Class,JG-15805,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",OFF-ST-10003455,49.632,5-Apr-22,7-Apr-22
3880,CA-2022-151001,5/4/2022,7/4/2022,First Class,JG-15805,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,OFF-ST-10001031,52.096,5-Apr-22,7-Apr-22
3881,CA-2023-129896,15/06/2023,20/06/2023,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,OFF-PA-10002245,9.568,15-Jun-23,20-Jun-23
3882,CA-2023-129896,15/06/2023,20/06/2023,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",OFF-ST-10004804,82.368,15-Jun-23,20-Jun-23
3883,CA-2023-129896,15/06/2023,20/06/2023,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",FUR-FU-10004904,364.704,15-Jun-23,20-Jun-23
3884,CA-2023-129896,15/06/2023,20/06/2023,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",FUR-FU-10002396,40.256,15-Jun-23,20-Jun-23
3885,CA-2022-152849,5/7/2022,12/7/2022,Standard Class,DW-13195,David Wiener,Corporate,United States,Knoxville,Tennessee,37918,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,OFF-AR-10002833,4.368,5-Jul-22,12-Jul-22
3886,US-2025-127341,29/01/2025,2/2/2025,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",OFF-BI-10001072,12.128,29-Jan-25,2-Feb-25
3887,CA-2024-167759,3/3/2024,8/3/2024,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana,47401,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,TEC-PH-10003171,134.85,3-Mar-24,8-Mar-24
3888,CA-2022-100895,2/6/2022,6/6/2022,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",OFF-AR-10004511,8.56,2-Jun-22,6-Jun-22
3889,CA-2022-100895,2/6/2022,6/6/2022,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,TEC-PH-10001425,239.97,2-Jun-22,6-Jun-22
3890,CA-2022-100895,2/6/2022,6/6/2022,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",OFF-ST-10001490,356.94,2-Jun-22,6-Jun-22
3891,US-2024-163881,24/11/2024,30/11/2024,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,TEC-AC-10003033,659.9,24-Nov-24,30-Nov-24
3892,US-2024-163881,24/11/2024,30/11/2024,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,FUR-CH-10001394,1684.752,24-Nov-24,30-Nov-24
3893,US-2024-163881,24/11/2024,30/11/2024,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,TEC-AC-10000420,559.92,24-Nov-24,30-Nov-24
3894,US-2024-144547,10/11/2024,14/11/2024,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,TEC-AC-10004901,279.944,10-Nov-24,14-Nov-24
3895,US-2022-112200,22/11/2022,28/11/2022,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Bolingbrook,Illinois,60440,Central,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",OFF-BI-10002571,9.98,22-Nov-22,28-Nov-22
3896,CA-2025-110212,1/5/2025,5/5/2025,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Texarkana,Arkansas,71854,South,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",TEC-AC-10002331,48.9,1-May-25,5-May-25
3897,CA-2025-134285,7/12/2025,12/12/2025,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,OFF-FA-10000611,3.552,7-Dec-25,12-Dec-25
3898,CA-2025-134285,7/12/2025,12/12/2025,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,OFF-PA-10000304,15.552,7-Dec-25,12-Dec-25
3899,CA-2025-102267,30/11/2025,4/12/2025,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Edinburg,Texas,78539,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,OFF-FA-10000611,2.368,30-Nov-25,4-Dec-25
3900,CA-2025-157980,7/12/2025,9/12/2025,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Toledo,Ohio,43615,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,TEC-AC-10002567,127.984,7-Dec-25,9-Dec-25
3901,CA-2023-121097,3/1/2023,8/1/2023,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Baytown,Texas,77520,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,OFF-PA-10001937,10.368,3-Jan-23,8-Jan-23
3902,CA-2023-151043,14/11/2023,20/11/2023,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,TEC-AC-10001090,47.984,14-Nov-23,20-Nov-23
3903,US-2023-119312,2/10/2023,7/10/2023,Second Class,CS-12400,Christopher Schild,Home Office,United States,Los Angeles,California,90045,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,OFF-ST-10000943,270.34,2-Oct-23,7-Oct-23
3904,CA-2023-167010,5/4/2023,10/4/2023,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,OFF-AP-10004036,98.112,5-Apr-23,10-Apr-23
3905,CA-2023-167010,5/4/2023,10/4/2023,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,OFF-ST-10003816,563.808,5-Apr-23,10-Apr-23
3906,CA-2023-167010,5/4/2023,10/4/2023,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,OFF-BI-10002072,10.428,5-Apr-23,10-Apr-23
3907,CA-2023-167010,5/4/2023,10/4/2023,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,FUR-FU-10001468,547.136,5-Apr-23,10-Apr-23
3908,CA-2023-167010,5/4/2023,10/4/2023,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,TEC-PH-10000347,14.85,5-Apr-23,10-Apr-23
3909,CA-2023-167010,5/4/2023,10/4/2023,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,TEC-PH-10002844,41.988,5-Apr-23,10-Apr-23
3910,CA-2023-167010,5/4/2023,10/4/2023,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,7.584,5-Apr-23,10-Apr-23
3911,CA-2023-167010,5/4/2023,10/4/2023,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",FUR-BO-10004218,352.45,5-Apr-23,10-Apr-23
3912,CA-2025-126788,5/6/2025,6/6/2025,First Class,AB-10105,Adrian Barton,Consumer,United States,Pearland,Texas,77581,Central,TEC-PH-10001619,Technology,Phones,LG G3,TEC-PH-10001619,470.376,5-Jun-25,6-Jun-25
3913,CA-2025-148068,18/09/2025,25/09/2025,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10035,East,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,OFF-PA-10001639,19.44,18-Sep-25,25-Sep-25
3914,CA-2025-148068,18/09/2025,25/09/2025,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10035,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,FUR-FU-10002268,9.82,18-Sep-25,25-Sep-25
3915,US-2025-142573,18/07/2025,23/07/2025,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",FUR-TA-10001932,801.6,18-Jul-25,23-Jul-25
3916,US-2025-142573,18/07/2025,23/07/2025,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",FUR-CH-10004218,161.568,18-Jul-25,23-Jul-25
3917,US-2025-142573,18/07/2025,23/07/2025,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,OFF-PA-10000246,16.096,18-Jul-25,23-Jul-25
3918,US-2025-142573,18/07/2025,23/07/2025,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,OFF-BI-10003350,7.656,18-Jul-25,23-Jul-25
3919,US-2025-142573,18/07/2025,23/07/2025,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,FUR-CH-10000513,311.976,18-Jul-25,23-Jul-25
3920,US-2023-148817,1/12/2023,7/12/2023,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",OFF-ST-10001321,61.68,1-Dec-23,7-Dec-23
3921,US-2023-148817,1/12/2023,7/12/2023,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",OFF-BI-10004233,63.96,1-Dec-23,7-Dec-23
3922,CA-2024-110044,28/06/2024,2/7/2024,Second Class,RF-19735,Roland Fjeld,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,TEC-PH-10001299,359.976,28-Jun-24,2-Jul-24
3923,CA-2025-146920,28/08/2025,1/9/2025,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),OFF-PA-10002479,25.344,28-Aug-25,1-Sep-25
3924,CA-2025-146920,28/08/2025,1/9/2025,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),OFF-PA-10001461,26.72,28-Aug-25,1-Sep-25
3925,CA-2022-103940,17/09/2022,21/09/2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,OFF-ST-10004963,30.28,17-Sep-22,21-Sep-22
3926,CA-2022-103940,17/09/2022,21/09/2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,OFF-ST-10000943,57.93,17-Sep-22,21-Sep-22
3927,CA-2022-103940,17/09/2022,21/09/2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",FUR-FU-10004671,35.34,17-Sep-22,21-Sep-22
3928,CA-2022-103940,17/09/2022,21/09/2022,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,OFF-BI-10002735,137.24,17-Sep-22,21-Sep-22
3929,CA-2024-162082,14/03/2024,17/03/2024,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",FUR-BO-10004409,241.332,14-Mar-24,17-Mar-24
3930,CA-2024-162082,14/03/2024,17/03/2024,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,OFF-PA-10001934,5.184,14-Mar-24,17-Mar-24
3931,CA-2024-162082,14/03/2024,17/03/2024,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",OFF-AR-10001044,145.544,14-Mar-24,17-Mar-24
3932,CA-2024-132094,26/08/2024,2/9/2024,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",OFF-AR-10004165,5.472,26-Aug-24,2-Sep-24
3933,CA-2024-132094,26/08/2024,2/9/2024,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,TEC-AC-10001109,47.984,26-Aug-24,2-Sep-24
3934,CA-2025-123001,2/9/2025,8/9/2025,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",OFF-AR-10001919,9.4,2-Sep-25,8-Sep-25
3935,CA-2025-123001,2/9/2025,8/9/2025,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,OFF-LA-10004544,Office Supplies,Labels,Avery 505,OFF-LA-10004544,74,2-Sep-25,8-Sep-25
3936,CA-2025-123001,2/9/2025,8/9/2025,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,TEC-PH-10003484,201.584,2-Sep-25,8-Sep-25
3937,CA-2023-118955,16/06/2023,20/06/2023,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-EN-10001028,Office Supplies,Envelopes,Staple envelope,OFF-EN-10001028,28.752,16-Jun-23,20-Jun-23
3938,CA-2023-118955,16/06/2023,20/06/2023,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,OFF-PA-10004156,27.216,16-Jun-23,20-Jun-23
3939,CA-2023-118955,16/06/2023,20/06/2023,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,FUR-CH-10001708,197.372,16-Jun-23,20-Jun-23
3940,US-2024-143448,10/12/2024,10/12/2024,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Greenwood,Indiana,46142,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,FUR-CH-10003379,1424.9,10-Dec-24,10-Dec-24
3941,CA-2025-117863,18/05/2025,23/05/2025,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",FUR-FU-10002456,14.56,18-May-25,23-May-25
3942,CA-2025-117863,18/05/2025,23/05/2025,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",OFF-BI-10000605,3.048,18-May-25,23-May-25
3943,CA-2025-160458,27/05/2025,29/05/2025,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Memphis,Tennessee,38109,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,OFF-PA-10001167,25.92,27-May-25,29-May-25
3944,US-2024-142685,23/06/2024,30/06/2024,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Buffalo,New York,14215,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,OFF-SU-10000157,835.17,23-Jun-24,30-Jun-24
3945,CA-2024-133144,16/05/2024,21/05/2024,Second Class,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,OFF-PA-10004971,17.34,16-May-24,21-May-24
3946,CA-2025-167871,18/11/2025,23/11/2025,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,33030,South,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,OFF-PA-10001977,44.384,18-Nov-25,23-Nov-25
3947,CA-2025-167871,18/11/2025,23/11/2025,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,33030,South,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,OFF-SU-10001225,2.944,18-Nov-25,23-Nov-25
3948,CA-2024-119963,18/11/2024,22/11/2024,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,OFF-AR-10003514,6.368,18-Nov-24,22-Nov-24
3949,CA-2024-119963,18/11/2024,22/11/2024,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",OFF-LA-10003510,48.848,18-Nov-24,22-Nov-24
3950,CA-2024-119963,18/11/2024,22/11/2024,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,OFF-PA-10001970,19.648,18-Nov-24,22-Nov-24
3951,CA-2024-119963,18/11/2024,22/11/2024,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",FUR-CH-10003817,255.108,18-Nov-24,22-Nov-24
3952,CA-2022-121167,28/11/2022,30/11/2022,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,Freeport,New York,11520,East,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",OFF-BI-10003676,17.248,28-Nov-22,30-Nov-22
3953,US-2024-151862,1/3/2024,8/3/2024,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,80219,West,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,TEC-PH-10003535,159.984,1-Mar-24,8-Mar-24
